citation_id,source_label,indicator,assigned_category,matched_regex_or_rule,matched_text,evidence_excerpt,coding_basis
[87],Switzerland - Zürich (city) - Stadt Zürich — Tiefbau- und Entsorgungsdepartement / municipal sorting rule,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\b(en|din\s*en|uni\s*en|bs\s*en|nf\s*en)?\s*13432\b,en 13432,"Bioabfall Gut zu wissen Biologisch abbaubar deklarierte Werkstoffe Auch wenn es draufsteht: Produkte aus «biologisch abbaubarem» Material (EN 13432) wie kompostierbare Kaffeekapseln, Einweggeschirr aus Maisstärke oder Material aus 100% Faserprodukten dürfen nicht in den Bioabfall. Sie s",regex_include_exclude
[87],Switzerland - Zürich (city) - Stadt Zürich — Tiefbau- und Entsorgungsdepartement / municipal sorting rule,Rejection Rationale,Compost/digestate quality or contamination concern,(mikroplastik|fremdstoff|st[öo]rstoff|vervuiling|verontreiniging|schone\s+compost|kwaliteit|schadelijke\s+stoffen|compostkwaliteit|bodem|meststof|fertilisant|engrais|qualit[ée]|inquinant|퇴비|비료|품질),fremdstoff,"glichst wiederverwendet werden z.B. durch Beimischen von neuer Erde oder Kompost, als Auffüllmaterial oder Mulchschicht. Ist die Erde durch Fremdstoffe wie z.B. Blähton, Plastik, Chemikalien, Tierkot verunreinigt, gehört diese in den Hauskehricht. Ist eine Wiederverwendung nicht möglich od",regex_include_exclude
[88],Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Source Authority,Waste operator or treatment-facility rule,,,Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule | Aktuell | https://biogaszuerich.ch/aktuell-faq/,source_label_priority
[88],Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b.{0,180}\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)","biogas zürich eingeliefert werden. bei der einlieferung muss das zertifikat vorgelegt werden. wenn bioabfall mit pestiziden und herbiziden verwertet werden, bleiben diese im kompost","Monocharge bei der Biogas Zürich eingeliefert werden . Das bedeutet sie müssen getrennt von jeglichen anderen Bioabfällen, separat bei der Biogas Zürich eingeliefert werden. Bei der Einlieferung muss das Zertifikat vorgelegt werden. Wenn Bioabfall mit Pestiziden und Herbiziden verwertet werden, bleiben diese im Kompost? Die in Europa zugelassenen Pestizide und Herbizide werden während der Vergärung und Kompostierung soweit abgebaut, dass keine oder nur seh",regex_include_exclude
[88],Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Acceptance,Dedicated/controlled route only,\b(closed[- ]?loop|event|festival|venue|stadium|commercial\s+collection|controlled\s+(system|collection)|dedicated\s+collection|back[- ]?of[- ]?house|food[- ]?service|monocharge)\b,monocharge,"a eine visuelle Unterscheidbarkeit zu nicht verwertbaren Gegenständen nicht gewährleistet ist. Andere zertifizierte Gegenstände, dürfen als Monocharge bei der Biogas Zürich eingeliefert werden . Das bedeutet sie müssen getrennt von jeglichen anderen Bioabfällen, separat bei der Biogas Züri",regex_include_exclude
[88],Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\b(en|din\s*en|uni\s*en|bs\s*en|nf\s*en)?\s*13432\b,en13432,") in die grüne Bioabfalltonne oder bei der Biogas Zürich AG eingeliefert werden? Als erstes ist zu prüfen, ob der jeweilige Gegenstand gem. EN13432 für die Grüngutschiene zertifiziert ist. Falls nicht, darf der Gegenstand keinesfalls in der Grüngutschiene oder bei der Biogas Zürich AG e",regex_include_exclude
[88],Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
[89],Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule,Source Authority,Municipal sorting rule,,,Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule | Navigieren auf Stadt Bern | https://www.bern.ch/themen/abfall/entsorgungs-abc/gruengut,source_label_priority
[89],Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule,Stated Organic-waste Treatment Route,Treatment route not stated,,,,fallback_default
[89],Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule,Acceptance,No explicit compostable-packaging rule,,,,fallback_default
[89],Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[89],Switzerland - Bern (city) - Stadt Bern — Grüngut / municipal sorting rule,Rejection Rationale,Not applicable - not a rejection/restriction case,,,,derived_from_acceptance
[90],Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance,Source Authority,National rule or policy,,,Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance | Thema Abfall | https://www.bafu.admin.ch/de/abfall,source_label_priority
[90],Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance,Stated Organic-waste Treatment Route,Treatment route not stated,,,,fallback_default
[90],Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance,Acceptance,No explicit compostable-packaging rule,,,,fallback_default
[90],Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[90],Switzerland - National - BAFU — Bundesamt für Umwelt (Federal Office for the Environment) / national government guidance,Rejection Rationale,Not applicable - not a rejection/restriction case,,,,derived_from_acceptance
[91],Chile - Vitacura - Municipal organic-waste / composting guidance,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,vitacura,Chile - Vitacura - Municipal organic-waste / composting guidance | ¡Retiro de residuos orgánicos gratuito! | Vitacura Sustentable | https://sustentable.vita,metadata_regex + fallback_from_source_label
[91],Chile - Vitacura - Municipal organic-waste / composting guidance,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composting,Chile - Vitacura - Municipal organic-waste / composting guidance | ¡Retiro de residuos orgánicos gratuito! | Vitacura Sustentable | https://sustentable.vitacura.cl/organico/ ¡Retiro de residuos o,regex_include_exclude
[91],Chile - Vitacura - Municipal organic-waste / composting guidance,Acceptance,Collection liners only,"(?:se\s+entregan|se\s+repartir[áa]n|repartir[áa]|entregar[áa]n).{0,120}bolsas?\s+compostables?.{0,160}(?:residuos?\s+org[áa]nicos|materia\s+org[áa]nica|contenedor\s+marr[oó]n)","se entregan bolsas compostables nuevas para poner dentro del contenedor. en casas, los residuos orgánicos","ost, Dobakaru. Preguntas frecuentes: No se deben comprar insumos; a las casas se entrega un contenedor de 120 litros y en cada retiro semanal se entregan bolsas compostables nuevas para poner dentro del contenedor. En casas, los residuos orgánicos deben depositarse en la bolsa compostable entregada semanalmente y dejarse en el contenedor de 120 litros. Ojo: asegúrate de no botar re",regex_include_exclude_context_checked
[91],Chile - Vitacura - Municipal organic-waste / composting guidance,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,compostable,"vecinales específicas. Desde julio de 2024, a cada hogar inscrito se entrega un contenedor de 120 litros. En cada retiro se entregan bolsas compostables grandes para acumular residuos; en edificios las bolsas se entregan a conserjería para poner dentro del contenedor común. ATENCIÓN: EL U",regex_include_exclude
[91],Chile - Vitacura - Municipal organic-waste / composting guidance,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
[92],Mexico - Mexico City / CDMX - Solid-waste regulation,Source Authority,National rule or policy,\b(national|federal|ministry|ministerio|ministere|minist[eè]re|government|agency|department|epa|environment agency|parliament|law|act|regulation|ordinance|decree|bioabfv|ley\s+7/2022|boe|legifrance|gazette|wrap|recycle\s*now|vang-hha|rijkswaterstaat|mohu)\b,regulation,"Mexico - Mexico City / CDMX - Solid-waste regulation | Norma Ambiental NACDMX-010-AMBT-2019 | Secretar?a del Medio Ambiente, Ciudad de M?xico | https://data.sedema.cdmx.gob.mx/sitios/conadf/do",metadata_regex + fallback_from_source_label
[92],Mexico - Mexico City / CDMX - Solid-waste regulation,Stated Organic-waste Treatment Route,Treatment route not stated,,,,fallback_default
[92],Mexico - Mexico City / CDMX - Solid-waste regulation,Acceptance,Collection liners only,"bolsas?\s+compostables?.{0,160}(?:permitidas?|autorizadas?|listado|planta\s+de\s+disposici[oó]n|residuos?\s+org[áa]nicos|materia\s+org[áa]nica)",bolsas compostables deberán ser diseñadas únicamente para el manejo de residuos orgánicos,"cida y/o distribuida en el Distrito Federal, misma que se cita a continuación: Nivel – tipo As Cd Cr total Cu Hg Ni Pb Zn Nivel 1 –tipo A 0.1 0.7 70 70 0.4 25 45 200 6.1.3. Las bolsas compostables deberán ser diseñadas únicamente para el manejo de residuos orgánicos, ser de color verde y/o contener la leyenda “compostable” de manera visible y fácilmente identificable",regex_include_exclude_context_checked
[92],Mexico - Mexico City / CDMX - Solid-waste regulation,Certification and Approval Basis,Country-specific standards/certifications (BNQ / AS 4736 / DINplus),\bnmx\b|\bks\s*[a-z]?\s*\d{4}|\bjis\b,nmx,"ón comercial -Etiquetado general de productos, publicada en el Diario Oficial de la Federación el 01 de junio del 2004 y sus reformas. Norma Mexicana NMX-E-003-NYCE-2020. Industria del plástico -Determinación del espesor de películas y hojas por medición directa con micrómetro -Mét",regex_include_exclude
[92],Mexico - Mexico City / CDMX - Solid-waste regulation,Rejection Rationale,Explicit no-packaging / positive-list restriction,"\b(law|regulation|ordinance|decree|directive|bylaw|statute|permitted\s+items\s+only|not\s+on\s+the\s+list|not\s+listed)\b.{0,180}\b(compostable|biodegradable|packaging|plastic|bag|liner|item|product)","law, science advances, 2017;3: 31700782 lewis, h., verghese, k., & fitzpatrick, l. (2010). evaluating the sustainability impacts of packaging: the plastic carry bag dilemma. packaging","emistry 11, 394-395, May 2019. --- Page 20 --- 25 de febrero de 2022 GACETA OFICIAL DE LA CIUDAD DE MÉXICO 29 Evaluaciones de la OCDE sobre el desempeño ambiental, 2013 México; centro Mario Molina. Geyer, Jambeck, Law, Science Advances, 2017;3: 31700782 Lewis, H., Verghese, K., & Fitzpatrick, L. (2010). Evaluating the sustainability impacts of packaging: the plastic carry bag dilemma. Packaging Technology and Science: An International Journal, 23(3), 145 - 1",regex_include_exclude
[93],Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze,Source Authority,Waste operator or treatment-facility rule,\b(facility|plant|operator|hauler|collector|processor|composter|composting facility|anaerobic|biogas|waste[- ]company|waste company|public utility|recology|wm\b|awm\b|awb\b|bsr\b|stadtreinigung|milieu|hvc|rd4|gesenu|contarina|salerno pulita|mohu|tratolixo|mustankorkea|biorepack|suez|veolia|envar|mywaste|pražské\s+služby|mpo\b|olo\s+a\.s\.|jp\s+voka\s+snaga|vasa\b|getliņi|getlini|voka\s+snaga|intradel|hygea|komunala\s+kranj|minett\s+kompost|calgary|halifax|reykjav[ií]k)\b,pražské služby,Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze | Call centrum | https://www.psas.cz/svoz-bioodpadu,metadata_regex + fallback_from_source_label
[93],Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze,Stated Organic-waste Treatment Route,Treatment route not stated,,,,fallback_default
[93],Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze,Acceptance,Rejected,"(opakowania|embala[žz]a|obaly|foli[oó]wki|plastikow\w*|plastov\w*).{0,220}(nie|ne|niso|nepat[řr][íi]|prepoved|zakaz)","obaly (ani kompostovatelné) ⛔ sklo, plasty, obaly ⛔ maso, kosti, tuky, mléčné výrobky ⛔ oleje, mastnota, kuchyňské zbytky ⛔ zvířecí exkrementy, podestýlky ⛔ vlasy, peří, uhynulá zvířata ⛔ kontaminované nebo ne","čů ✔️ dřevní štěpka, větvičky ✔️ seno, sláma ✔️ neznečištěné piliny, hobliny, kůra ❌ Co do BIO popelnice nepatří? ⛔ biologicky rozložitelné obaly (ani kompostovatelné) ⛔ sklo, plasty, obaly ⛔ maso, kosti, tuky, mléčné výrobky ⛔ oleje, mastnota, kuchyňské zbytky ⛔ zvířecí exkrementy, podestýlky ⛔ vlasy, peří, uhynulá zvířata ⛔ kontaminované nebo nebezpečné materiály Leták ke staŽenÍ Pravidelný svoz odpadu Svoz bioodpadu Nevíte si rady? Volejte Call centrum Pražských služeb v období po",regex_include_exclude
[93],Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[93],Czechia - Prague - Pražské služby a.s. - Svoz bioodpadu v Praze,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
[94],Greece - Alimos - Δήμος Αλίμου - Εκστρατεία ευαισθητοποίησης για τους καφέ κάδους ανακύκλωσης,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,alimos,Greece - Alimos - Δήμος Αλίμου - Εκστρατεία ευαισθητοποίησης για τους καφέ κάδους ανακύκλωσης | Περιβάλλον | https://alimos.gov.gr/%CE%B5%CE%BA%CF%83%CF%84,metadata_regex + fallback_from_source_label
